Date,Close,High,Low,Open,Volume
,PG,PG,PG,PG,PG
2015-01-02,66.51832580566406,66.93020217726244,66.13586436512723,66.81252000743736,7251400
2015-01-05,66.20207214355469,66.93021244400752,66.08438995567776,66.36388234618767,8626100
2015-01-06,65.9005355834961,66.60661208911887,65.65046927607433,66.42273782375678,7791200
2015-01-07,66.24620819091797,66.46685951424422,65.87110318582182,66.15059561022126,5986600
2015-01-08,67.0037612915039,67.0993794724106,66.2903284557951,66.5477568400249,6823300
2015-01-09,66.37860107421875,67.0626134759491,66.28298848889604,67.0626134759491,4872800
2015-01-12,66.1358642578125,66.65071533286977,65.83431351806576,66.54774624013726,5250900
2015-01-13,66.4153823852539,67.297976554525,66.02556425557235,66.76841780840358,6727100
2015-01-14,66.18736267089844,66.31240140517987,65.77548621367735,65.99613752227201,6418200
2015-01-15,66.09174346923828,66.56246097640287,65.70928198754498,66.5551044371485,6768200
2015-01-16,67.11408233642578,67.1802743543016,66.09909878256347,66.15793426132136,8815700
2015-01-20,67.06996154785156,67.51125854873638,66.56246691056633,67.11408956452131,9869900
2015-01-21,67.20626068115234,67.54699491724116,66.39145527821525,66.96181906027121,6974500
2015-01-22,67.86552429199219,67.91737504343415,66.56924985463503,67.4359005507256,7211200
2015-01-23,66.72476959228516,67.54697800111614,66.62847134988719,67.53216027860631,6745700
2015-01-26,66.35441589355469,66.62848163794645,65.73220143208822,66.62848163794645,9371700
2015-01-27,64.06558227539062,64.59890749891524,63.71743910718385,64.51742694247076,14417400
2015-01-28,63.073001861572266,64.37668496228363,62.96930037471755,64.16927633726702,14033400
2015-01-29,63.458160400390625,63.78408249797557,63.07298436340392,63.53964092478686,12054500
2015-01-30,62.435970306396484,63.12484764425636,62.40634050515118,63.028549377382426,14685300
2015-02-02,63.05075454711914,63.06556661705645,61.98410466987858,62.65076084315393,10278700
2015-02-03,63.66558074951172,63.70261941667218,63.050780694321,63.66558074951172,10747900
2015-02-04,63.547061920166016,64.05816609782283,63.36928876540539,63.62113359704071,9212800
2015-02-05,64.22109985351562,64.28035943553954,63.77666429094588,63.880365733835326,6531300
2015-02-06,63.413726806640625,64.15445483320921,63.072992592575844,64.11741617135824,8429800
2015-02-09,62.99891662597656,63.28039122241614,62.658176783831316,63.191501830816605,8811500
2015-02-10,63.25076675415039,63.38409802712999,62.82855199826606,63.20632488025934,7059300
2015-02-11,63.435951232910156,63.85075714218945,63.07299606229076,63.66557512536024,7184600
2015-02-12,63.7248420715332,63.81373148432639,63.26559423370337,63.747063011904665,6074600
2015-02-13,63.62855529785156,63.813737353054094,63.33226287926595,63.72484793208606,6272000
2015-02-17,63.32484817504883,63.747062995922796,62.961892962688786,63.747062995922796,10310400
2015-02-18,63.895206451416016,63.9914990683828,63.347063597370806,63.524842407426625,8132300
2015-02-19,63.11745071411133,63.92484740959895,62.99893713803064,63.78410723990207,7271600
2015-02-20,62.865577697753906,62.998908943240444,62.36188250939425,62.924831633621594,9581300
2015-02-23,63.25076675415039,63.33224729048828,62.70262958803711,62.93225347154947,7919200
2015-02-24,63.33226013183594,63.510033314752164,62.96930490175061,63.33966899608883,6502200
2015-02-25,63.3026008605957,63.55445126619654,63.13963983073133,63.48037396076367,5975800
2015-02-26,63.08781051635742,63.52484303123608,62.880407553895765,63.27299254017059,7964500
2015-02-27,63.05818176269531,63.24336378958702,62.64337583087611,62.9767012187584,7685000
2015-03-02,63.26557540893555,63.26557540893555,62.84335506228071,63.058166840799515,7235200
2015-03-03,63.08040237426758,63.28780532051955,62.621148956633604,63.22113685847774,6095600
2015-03-04,62.480411529541016,63.139659059264865,62.37671005191974,62.99151570589352,7370000
2015-03-05,62.687808990478516,62.784107247905794,62.287815189865526,62.68040577937348,5914200
2015-03-06,61.22857666015625,62.49522080960994,61.01376487088433,62.47299422343208,11338700
2015-03-09,61.547080993652344,61.63597037972609,61.243385481018535,61.3248660054264,7326700
2015-03-10,60.39895248413086,61.39152513844086,60.39895248413086,61.08782964395246,9681400
2015-03-11,60.2878532409668,60.576736717358386,59.858229632018045,60.39155471191217,10066600
2015-03-12,60.80638122558594,60.82860782087765,60.37676312218619,60.436017089039375,6951100
2015-03-13,60.61378860473633,60.947114026747705,60.11009321396537,60.7248989625093,7492500
2015-03-16,61.89524841308594,62.184131967520166,60.73230533076389,60.79897380941448,15618300
2015-03-17,61.36930847167969,61.754490163785746,61.058204094344106,61.74708130204757,7509300
2015-03-18,62.035980224609375,62.25820092175767,60.754518086827396,61.376732648058386,12607900
2015-03-19,61.76191329956055,62.03598475923623,61.56932804268223,61.821172909972724,9257500
2015-03-20,62.769283294677734,62.80632195175241,62.05077629735187,62.21373734639142,22580300
2015-03-23,62.85816192626953,62.99890201750686,62.48779802411207,62.49520688452052,9891100
2015-03-24,62.16188049316406,63.043348452688434,62.12484749104346,62.88038741970358,7478800
2015-03-25,61.48784255981445,62.49523325079783,61.37673221202965,62.49523325079783,8482200
2015-03-26,60.850830078125,61.191564412944466,60.70268102952413,61.16934346848143,7311600
2015-03-27,60.969329833984375,61.139699788397564,60.73229706130541,60.79896553087825,6440600
2015-03-30,61.273040771484375,61.443405101547285,60.85082590173947,61.20637229136256,6416800
2015-03-31,60.69525909423828,61.42857829186952,60.69525909423828,61.30265587788058,8649700
2015-04-01,60.97673034667969,61.073022954756254,60.332294935165244,61.06561974350088,7395300
2015-04-02,61.0582275390625,61.17674111585108,60.68045456363995,60.86563661905973,6169800
2015-04-06,61.51005554199219,61.65079567440019,60.37674257407128,60.680438124001974,6856300
2015-04-07,61.0285758972168,61.69523218847309,60.984134028234976,61.42856967197057,6329900
2015-04-08,61.31007766723633,61.61377897673593,60.93971352470998,60.96194012036055,6523400
2015-04-09,61.39894485473633,61.443386727322185,60.747106234483226,61.20635398802049,6185000
2015-04-10,61.73968505859375,61.94708801920625,61.27302839721563,61.332288000621155,7001700
2015-04-13,61.79895782470703,62.184134026268865,61.436002566328455,61.48044445269496,8290500
2015-04-14,61.92485427856445,62.13225719629899,61.517457304816105,61.76930209026356,6792600
2015-04-15,61.858192443847656,62.369290884451814,61.835971509643876,62.11003723323148,7006400
2015-04-16,61.85080337524414,62.27301821414859,61.73969301736243,61.8952452578738,7615900
2015-04-17,61.13227462768555,61.64337870336381,60.7619106659026,61.48041765597042,9533800
2015-04-20,61.3841438293457,62.20635252800889,61.3322930848943,61.54709927525919,7416000
2015-04-21,61.539695739746094,62.07302090919444,61.40636444738401,61.769319656639084,7696400
2015-04-22,61.547080993652344,61.7322629761601,61.1841258903027,61.64337924139197,6753100
2015-04-23,60.44424057006836,61.30293076780381,60.40690968124003,60.79518396628083,14569500
2015-04-24,60.4815788269043,60.877321579351296,60.40691135042127,60.511446956850165,8785500
2015-04-27,60.18289566040039,60.63090615975571,60.08582852284822,60.41437221419799,9192300
2015-04-28,60.04849624633789,60.347171832910384,59.87676162937372,60.27997281673214,8395500
2015-04-29,59.622886657714844,59.96636159572695,59.52581951113417,59.734890717162145,11858500
2015-04-30,59.369022369384766,59.8469010897919,59.04047861281847,59.697560429187355,9409300
2015-05-01,59.95142364501953,59.973823315040114,59.45860811751676,59.55568094995592,8193000
2015-05-04,59.99622344970703,60.459170855180204,59.958892564971094,60.09329628289799,7203800
2015-05-05,59.787166595458984,60.22024597888727,59.57062690374484,60.108241904309075,6589400
2015-05-06,60.03356170654297,60.16796542822062,59.37647431311327,59.988756668141974,7335700
2015-05-07,59.88420867919922,60.14555330936734,59.734873773470134,60.011149615506575,7224300
2015-05-08,60.45167541503906,60.638346845679656,60.347139869621124,60.39940764233009,6929400
2015-05-11,59.936466217041016,60.47408090055463,59.9290034607637,60.44421278516382,5237800
2015-05-12,59.69755935668945,59.95143562677431,59.257017233538946,59.75729561985808,6305800
2015-05-13,59.510868072509766,60.17541811378992,59.39886973716277,59.854348623446256,6459900
2015-05-14,60.160484313964844,60.25008867515047,59.802072565983806,59.81700947456215,5634200
2015-05-15,60.5189094543457,60.57117725241344,60.279970135069945,60.35463760420061,7454800
2015-05-18,60.28742599487305,60.5786330788904,60.10822295011515,60.45916628130583,5590800
2015-05-19,60.35462951660156,60.44422818884692,59.981286524213964,60.294893270596674,5729500
2015-05-20,60.09330368041992,60.481577970693,60.07089831070523,60.429310168218485,5487000
2015-05-21,60.041046142578125,60.167981442179524,59.6154294966837,59.86183733480231,6054700
2015-05-22,59.69755935668945,60.03357156444027,59.67515968219212,59.91409903810302,6003600
2015-05-26,59.09272384643555,59.787141986878964,58.9433889396406,59.71247453348149,6698300
2015-05-27,59.2794075012207,59.690087124381364,59.05539939826712,59.152472234702934,8094600
2015-05-28,59.234619140625,59.32421784100664,59.00314253885698,59.30928662319762,5803400
2015-05-29,58.53273010253906,59.167412226032866,58.383395142927654,59.122612877502156,12551700
2015-06-01,58.876197814941406,59.04046966833779,58.44311850994419,58.72686287372443,7588000
2015-06-02,58.64472961425781,58.77913334617107,58.36845369400192,58.58499335634901,7380800
2015-06-03,58.6596565246582,58.935932424635084,58.44311687820541,58.921001209635406,5985800
2015-06-04,58.353511810302734,58.86872127448221,58.28630710825024,58.547651764634075,7714600
2015-06-05,57.815895080566406,58.331110224573216,57.77109574517864,58.27137397954828,9439700
2015-06-08,58.02498245239258,58.22659091148658,57.56950342615912,57.85324782091906,10916200
2015-06-09,58.91352462768555,59.23459982513756,58.10710240662999,58.21910644234802,11528900
2015-06-10,59.39143371582031,59.5781053056877,58.995690856783824,59.1599627673495,9483500
2015-06-11,59.29433059692383,59.682604761907676,59.16738966322171,59.682604761907676,7633300
