Date,Close,High,Low,Open,Volume
,UL,UL,UL,UL,UL
2015-01-02,27.737747192382812,27.994448967059654,27.647553675539207,27.938947096648924,907700
2015-01-05,27.2174129486084,27.38392390622789,27.085593648502634,27.293730360575584,1347000
2015-01-06,27.078651428222656,27.42554679428895,26.974584406363732,27.23822297902096,1416000
2015-01-07,27.37003517150879,27.404724166449988,27.057828923836695,27.127206913719085,1067100
2015-01-08,27.876502990722656,27.98057262618848,27.647550851338156,27.65449023855629,1127900
2015-01-09,27.647550582885742,27.848750464645644,27.48797908422812,27.827937596394875,1042000
2015-01-12,28.070768356323242,28.181774751661397,27.82794269358391,28.05689222608082,1124700
2015-01-13,28.188709259033203,28.507852259543654,27.980572634639465,28.473163263244828,1112300
2015-01-14,28.396841049194336,28.48009515545863,28.20951732514943,28.334399807846033,1303300
2015-01-15,28.653554916381836,28.80618971482104,28.500922764544075,28.674370436733557,1153000
2015-01-16,28.986560821533203,29.028189196523424,28.674357272207345,28.958811218139953,1142600
2015-01-20,28.70212745666504,28.778444875570944,28.480114590721747,28.618873293586834,1847100
2015-01-21,29.146129608154297,29.17388185559505,28.674354634661427,28.77842159266427,2523700
2015-01-22,29.146129608154297,29.23632308903675,28.674354634661427,28.681291373221622,3358600
2015-01-23,29.49303436279297,29.770551634346006,29.472221493736786,29.604040742094014,1476400
2015-01-26,30.249271392822266,30.270086912087848,29.735867792027197,29.798309056621335,4242600
2015-01-27,30.464357376098633,30.561487675654693,30.256220641821052,30.256220641821052,1628200
2015-01-28,30.17295265197754,30.55453693107561,30.159076523170214,30.540660802268285,1282000
2015-01-29,30.991609573364258,31.005485696124683,30.721031796035458,30.915294868081617,1850100
2015-01-30,30.5059757232666,30.721049130912544,30.443534458911035,30.6932995163333,2073500
2015-02-02,30.443523406982422,30.485149137040523,30.103564947439352,30.221510691338093,998100
2015-02-03,30.464357376098633,30.492109646429554,30.256220641821052,30.318661926764545,1741200
2015-02-04,30.30008888244629,30.446873351521152,30.167286679921144,30.251161614866703,2164000
2015-02-05,30.425901412963867,30.425901412963864,30.181265084755168,30.20922428407502,1648800
2015-02-06,29.824787139892578,30.041466900104236,29.7129530270204,29.971571579434965,1021100
2015-02-09,29.873720169067383,29.957595095855666,29.48229940016232,29.48229940016232,954800
2015-02-10,30.013513565063477,30.097391165845337,29.761888761726176,29.901679430357092,781000
2015-02-11,30.013513565063477,30.111370765975646,29.873722896432565,30.02050469829668,617400
2015-02-12,30.195253372192383,30.22321257955666,29.915666631223186,29.92265776623264,1170300
2015-02-13,30.076416015625,30.153302471882537,29.915654637239104,30.13932287380519,986600
2015-02-17,30.18125343322754,30.251148738207956,29.82478044535648,30.076407809421937,1143600
2015-02-18,30.076416015625,30.153302471882537,29.782852455007898,29.810811651162584,1092500
2015-02-19,30.23719024658203,30.404942828479086,30.16729489282141,30.23719024658203,1309900
2015-02-20,30.2930908203125,30.376965728691072,29.859734016298724,29.92264086416647,1916700
2015-02-23,30.649572372436523,30.69849964238454,30.383967954529083,30.460854426257747,2700000
2015-02-24,30.85226058959961,30.93613549599235,30.607624334981114,30.80333333867591,1490800
2015-02-25,30.74044418334961,30.852278345011957,30.52376432860649,30.852278345011957,1406900
2015-02-26,30.789365768432617,30.87324070758387,30.558709019182604,30.558709019182604,1921200
2015-02-27,30.831298828125,31.01302827349073,30.740432772274264,30.761400836572225,1732700
2015-03-02,30.894207000732422,30.999049993015063,30.775381743209064,30.943134263731494,1288000
2015-03-03,30.789365768432617,31.02701365130804,30.726458897485113,31.006045583104285,1500300
2015-03-04,30.55870246887207,30.71946384542593,30.467836415572698,30.64257739004459,1971400
2015-03-05,30.95012855529785,31.013035429041807,30.87324208001787,30.94314008769802,982200
2015-03-06,30.06942367553711,30.579666941108503,30.027484886708574,30.558698879861915,886700
2015-03-09,29.866722106933594,29.99253580109323,29.747899543746843,29.96457660987215,929000
2015-03-10,29.447357177734375,29.754900410345826,29.447357177734375,29.712961606033943,1148600
2015-03-11,29.41240882873535,29.552199507210503,29.349501956887025,29.52424297131724,1186100
2015-03-12,29.426372528076172,29.60111346391115,29.29357037672222,29.49627050221121,1105900
2015-03-13,29.39842414855957,29.419392213441007,29.13980557212134,29.153785170820903,1181100
2015-03-16,29.83876609802246,29.950600208498685,29.698975459678817,29.712952390444773,787200
2015-03-17,29.71993637084961,29.775852079465334,29.503256667418356,29.657029532197623,714500
