Date,Close,High,Low,Open,Volume,Ticker
,KO,KO,KO,KO,KO,
2010-01-04,17.43540382385254,17.49042447530386,17.392610242954316,17.47208386947421,13870400,KO
2010-01-05,17.2244873046875,17.420116894159,17.16029694688019,17.377322156250077,23172400,KO
2010-01-06,17.21837615966797,17.251998849928377,17.111391056353153,17.224488528051705,19264600,KO
2010-01-07,17.17558479309082,17.2306054476537,17.041090507513612,17.218379542446822,13234600,KO
2010-01-08,16.85768699645996,17.00746451935785,16.73541863136828,16.952443871670347,28712400,KO
2010-01-11,17.20003318786621,17.255053824042914,16.750698381102243,16.857683469684634,28642400,KO
2010-01-12,17.386489868164062,17.42316989935651,17.135840850614187,17.145010566903007,23269800,KO
2010-01-13,17.432340621948242,17.55460895436405,17.32841288920598,17.38037733859573,15157400,KO
2010-01-14,17.462909698486328,17.49958973475869,17.352868423631918,17.435399379772726,12392600,KO
2010-01-15,17.206144332885742,17.530153405350326,17.1297269228083,17.407886248848705,27460800,KO
2010-01-19,17.245885848999023,17.26728380315389,17.093050981853533,17.184752834970826,14615400,KO
2010-01-20,16.96466636657715,17.23671218120495,16.900476016930927,17.16640829834901,18810200,KO
2010-01-21,16.619264602661133,16.98912590018452,16.56424395232005,16.979955014435937,27396800,KO
2010-01-22,16.579526901245117,16.769041810017836,16.500052117347284,16.613149592546126,23551400,KO
2010-01-25,16.613149642944336,16.67122763890067,16.46948566029512,16.65594438534703,16853200,KO
2010-01-26,16.54895782470703,16.658999106287023,16.466426863522038,16.527561038403967,15515000,KO
2010-01-27,16.662050247192383,16.707901155985432,16.414458604613653,16.506159256162704,20414800,KO
2010-01-28,16.561185836791992,16.76292780917441,16.545902583709793,16.723190418330724,20905200,KO
2010-01-29,16.582582473754883,16.793494162864178,16.47559853711338,16.64065930135492,22146800,KO
2010-02-01,16.62232208251953,16.677342733288476,16.50616724578091,16.66205831226785,14517600,KO
2010-02-02,16.827117919921875,16.876025028675485,16.552015870446862,16.66816952496328,16888600,KO
2010-02-03,16.772096633911133,16.799606954407853,16.66816888603879,16.787379886178776,15899400,KO
2010-02-04,16.331932067871094,16.714019190615527,16.322762350057182,16.674281803359644,21342800,KO
2010-02-05,16.22800636291504,16.331934120001687,16.056830890643642,16.273857289820548,29285000,KO
2010-02-08,16.0935115814209,16.283026485534467,16.069057443580455,16.283026485534467,16721200,KO
2010-02-09,16.50922203063965,16.805722049529574,16.313593584953004,16.411407807796326,31495000,KO
2010-02-10,16.441970825195312,16.68956249651342,16.25245480182042,16.68956249651342,18717600,KO
2010-02-11,16.57340431213379,16.60702815110268,16.28301798999149,16.383888340861294,26327200,KO
2010-02-12,16.50005531311035,16.62843723271923,16.39001400088495,16.481714705726876,24640000,KO
2010-02-16,16.756811141967773,16.756811141967773,16.484765323437543,16.66205312491367,19339400,KO
2010-02-17,16.91270637512207,16.979952921442937,16.73847355982664,16.753757978844412,17064600,KO
2010-02-18,17.08999252319336,17.09304870707305,16.857684069104835,16.857684069104835,17264600,KO
2010-02-19,17.03191566467285,17.086936302688024,16.866853750627335,17.05636863376996,18944800,KO
2010-02-22,16.92798614501953,17.074707442308753,16.894362295758775,17.056366842883644,13487600,KO
2010-02-23,16.75987434387207,16.995239044802776,16.747647273007768,16.937162207253827,14835600,KO
2010-02-24,16.860740661621094,16.866854195565978,16.71707552900974,16.81183355609939,14470600,KO
2010-02-25,16.23717498779297,16.377783943344564,16.08128394568595,16.2432885220376,63648600,KO
2010-02-26,16.114904403686523,16.228001848275497,15.965125761362868,16.228001848275497,63095400,KO
2010-03-01,16.283023834228516,16.31359033551457,16.13630252918836,16.26774058358549,39449800,KO
2010-03-02,16.29219627380371,16.411407281191455,16.24634651421322,16.31665041174862,24506200,KO
2010-03-03,16.484766006469727,16.542842826145687,16.255513745485302,16.292193780752367,26574200,KO
2010-03-04,16.649824142456055,16.824055728051647,16.603973234231095,16.720128013307168,28983200,KO
2010-03-05,16.720136642456055,16.796554084911488,16.616208874075163,16.717079291776763,24238600,KO
2010-03-08,16.646774291992188,16.772098842751618,16.603980713592023,16.726249079910396,18915600,KO
2010-03-09,16.561185836791992,16.68651037772596,16.49088193978391,16.610092946277504,23070000,KO
2010-03-10,16.567302703857422,16.619266007997158,16.518395584533913,16.585642144830175,21574800,KO
2010-03-11,16.517993927001953,16.57346489775557,16.3330914748773,16.57346489775557,29130600,KO
2010-03-12,16.440942764282227,16.570375356062005,16.413207292870883,16.545721081216133,22334400,KO
2010-03-15,16.533401489257812,16.591953651204573,16.447112669632975,16.55805459802135,23874000,KO
2010-03-16,16.54880714416504,16.60119572652571,16.508744526395784,16.579623819014753,22287800,KO
2010-03-17,16.59195327758789,16.638179471902454,16.517991601800777,16.58578970664055,26074400,KO
2010-03-18,16.6258544921875,16.653589977267025,16.561138752195642,16.61044615060579,23496200,KO
2010-03-19,16.872386932373047,16.967920505336206,16.51798929369819,16.872386932373047,43610800,KO
2010-03-22,16.80767250061035,16.90320490532927,16.76452868227524,16.792264162002223,18127400,KO
2010-03-23,17.041885375976562,17.054212519317538,16.767612902335856,16.86006412623099,19081200,KO
2010-03-24,16.832324981689453,17.060372381589303,16.829243784314695,17.017228564857643,17052600,KO
2010-03-25,16.887802124023438,17.00490765202694,16.84157709298769,16.92170118546508,16638800,KO
2010-03-26,16.841564178466797,16.940178913087067,16.795338007297136,16.884707977915618,16276800,KO
2010-03-29,16.87855339050293,16.937105552968273,16.847735534799337,16.887798159423514,13853600,KO
2010-03-30,16.90936851501465,16.964839474596968,16.82924444871846,16.918614458665626,13631600,KO
2010-03-31,16.949432373046875,17.03880238951692,16.795346624200995,16.88471664067104,22922000,KO
2010-04-01,17.041885375976562,17.08194800404419,16.989496780149054,17.060376090988026,14346000,KO
2010-04-05,16.906286239624023,17.12200649362593,16.841570516097697,17.12200649362593,19191800,KO
2010-04-06,16.730627059936523,16.900121109730836,16.709055154085288,16.900121109730836,17604200,KO
2010-04-07,16.585784912109375,16.733707045342094,16.505660864117715,16.733707045342094,24060800,KO
2010-04-08,16.567298889160156,16.573462460068566,16.46868410578749,16.573462460068566,19466800,KO
2010-04-09,16.823078155517578,16.829241725093762,16.59503078352154,16.61352149225009,20640600,KO
2010-04-12,16.87546730041504,16.906285149331175,16.7984244414958,16.84156942997839,16930400,KO
2010-04-13,16.955595016479492,16.974085728538572,16.84157189773408,16.85081666597317,15055000,KO
2010-04-14,16.93402862548828,16.967927687520156,16.8415773862258,16.958681740687005,13865200,KO
2010-04-15,16.72138214111328,16.87855023688356,16.68132069955525,16.875467864098617,20351000,KO
2010-04-16,16.940183639526367,16.992572217593782,16.693645558609337,16.712136267352324,35075600,KO
2010-04-19,17.04804229736328,17.04804229736328,16.924773263201818,16.943263971000228,26468600,KO
2010-04-20,16.786102294921875,17.03880283559843,16.73987609882551,17.017230924241723,32508800,KO
2010-04-21,16.699811935424805,16.81999979908672,16.64125977793379,16.81691742598773,19263200,KO
2010-04-22,16.736793518066406,16.798426873660816,16.64125993596563,16.684403755114076,20295600,KO
2010-04-23,16.604278564453125,16.783017399633437,16.56113474822273,16.783017399633437,21675400,KO
2010-04-26,16.55805015563965,16.749116105724404,16.55805015563965,16.641256579607365,17890800,KO
2010-04-27,16.29302215576172,16.598112369632958,16.283777389625833,16.536477852372233,27600400,KO
